-3*(~a)+4*(x|~a)+(~(x&a))-x-(x|a),2*(~(x^a))
3*(~x&y)+2*(~(x^y))+(~y)-2*(~x)+1,x&y
x-(x&y)-(~y)+1,-(x|~y)-(~x)
-(~x&b)+2*(x^b)+2*(~(x^b))-(~b)-(x|~b)-1,b-1
(~x&y)-(x^y)+(~(x&y))-y+2,-(x&y)-(x|y)+1
3*(~(x^y))-(~y)+x-2*(x|y)-2*(-1),-4*(x^y)
(x^y)+(x|~y)+(~x)-2*(~(x&y))-x-1,-(x&~y)-1
-2*(x&~e)+2*(~e)-(~(x&e))+2,(x&e)-2*(x|e)+1
-(x&~y)+(~(x^y))+(~y)-(x|~y)-(~x|y),-(x|y)
x-2*(x|y)-3*(~(x^y))+(x|~y)-(~x),-3*(~x|y)
2*(t|y)-(t&~y)+2*(~(t|y))-(~t)+1,t&y
(x&y)+(~x&y)+2*(~(x|y))-(~(x^y)),-x-1
-(~(x^y))+2*(x|~y)-x+y-(x|y)+1,~(x|y)+1
-(x^y)+2*(~y)-(x|~y)+y+2,-(x|y)+1
2*(x^y)+(~(x^y))-(~x|y)+x-y+1,3*(x&~y)+1
-(~x)+3*(~(x&y))+2*(x&y)-(x|y)+2,~y+1
3*(~(x^y))-x-y,-2*(x^y)+2*(~(x|y))-1
3*(a|y)-4*(a&~y)+3*(~y)-(~a)-(~a|y)+2,a+1
-(x|y)+(x^y)+(~(x|y))-(~y),-x
2*(~x|y)+2*x-2*y+(~x&y)+1,x|~y
-(a|y)+(~a&y)+2*(~y)-(~a|y)-(~(a&y)),-2*y
(~(x^e))+(x|~e)-2*(~x|e)+e-(x|e),-2*(~x&e)
-2*y+2*(x&y)+(x^y)-(x|~y),-(~x|y)
(x|~y)-(~x)-y-6*(x&~y)-3*(~x&y),-5*(x^y)
(x&~y)-(~x&y)+2*(~(x|y))-(~y)-x+1,-2*(x|y)
2*(x&~y)+3*(~(x|y))-(~y)-(x|~y)-(~x)+1,-y+1
-(x&~y)-2*(~x&y)+(~x)-x-y,-3*(x|y)-1
2*(x^y)+2*(~(x|y))+(~(x^y))-(~y)+2,~x+1
(x&~y)+3*(~(x|y))-2*(~y)-(~x),(x&y)-(x|y)
(x|~y)+3*(~x)-(~x|y)-2*(~(x&y))-y,-2*(x|y)-1
3*(x|~y)-(~x|y)-(~(x&y))-(x|y),-4*(~x&y)-1
2*(~(x^y))+(~y)-(x|~y)+2,-(x^y)+(~(x|y))+1
2*(~x)-(~(x&y))+3*x-2*(x&y)-(x|y)-1,~y-1
-(~x&y)+2*(x^y)+2*(~x)-(~x|y)-x-y+1,-4*(x&y)
-y+(x^y)+(~(x|y))-(x&~y)-(~y),-x
2*(~(x^y))-(~x|y)-3*x-2*y+2,-(x&y)-4*(x|y)+1
-(~(x&y))-y+4*(x^y)-4*(x&~y)+3,-3*(x|~y)+1
3*(x|y)+2*(~(x^y))+(~y)-(~x)-(~x|y)+2,3*x+1
3*(~y)+2*(~x|y)-(x|y)-(x&~y)+1,4*(~(x|y))
(x&y)+(~x&y)+(~y)-(~x),x
-2*(~x)+2*(~(x&y))+y-(x&y)-(x&~y),x^y
(x|~y)+2*(~x)-(~(x&y))+x-(x^y),2*(~(x^y))
(~y)+(~c|y)+3*c-2*(c|y)+1,-3*(~c&y)-1
-(~y)+2*(x|~y)-x-(x|y)-1,-(x^y)+(~(x|y))-1
4*(x&~y)+3*(~(x^y))-2*(~y)-(x|~y)+(~x)+1,x&y
(~x)+x+(x&y)-(x|y)+1,-(x^y)
(x&~y)-2*(x^y)+(~x|y)-x-y+2,(x&y)-3*(x|y)+1
4*(x&~y)-(x|~y)+3*(~x|y)-(~(x&y))+1,x|y
y-(x&y)-(x^y)+(~y)-(x|~y),-x
(~e|y)-(e&y)+(e^y)-(e&~y)-(~e&y),~e
2*y+3*(~(x|y))+3*(x&~y)-(x|~y)+1,~(x&y)
2*(x&~y)+(x|~y)-2*x+y,-(x&y)-1
(x|y)-2*(x&~y)+(~x)-(~x|y),-x+y
(x|~y)+(~x|y)-(~(x&y))-(x&y),-(x^y)-1
2*d-2*y-(~(d|y))-(d&~y)-(~y)+1,-2*(~d)+1
2*x-y-(x|y)-2*(~(x|y))-(x&~y)+1,-2*(~x)+1
-2*(~(x^y))+(x|~y)+y-(x&~y)-(~x&y),-(~(x|y))
-2*(~(x&y))-x+2*y-(x&y)-(~(x|y)),-3*(~y)
2*(~x)-(~(x&y))+(x|y)-2*(~x&y)+1,-(x^y)
4*(x|y)-(x^y)+2*(~(x|y))-(~y)+2,x+2*y+1
-2*x-y+3*(x|y)-2*(x^y)-(~(x^y))-1,-(x|~y)-1
(x|y)+3*(~(x|y))-(~(x^y))-(~y)+1,-x
3*(~y)+2*(~x|y)-x-(x&y),2*(x^y)+5*(~(x|y))
2*(x&~e)+2*(~x)-(~(x&e))+1,-(x&e)
(~x)+(x&y)-(x^y)-(~(x|y))-1,(~(x^y))-(~y)-1
-x+(x&y)+2*(x^y)-2*(~x&y)+2,-(~x|y)+1
2*(x|~y)+y-(x|y)+(~x&y)+2,~(x^y)+1
4*(~x)+5*x-y-(x|y)-(x^y)-(~(x|y)),2*(x|~y)-1
3*x-(x&y)-(x|y)-(x&~y)+1,(x|~y)-(~x)+1
-(~y)+x-4*(x&y)+2*(x|y)+1,-3*(~(x^y))-1
-y+2*(x&~y)-(x|~y)-(~x),-3*(~x|y)-1
3*x-y-4*(x&~y)+3,-3*(x^y)-2*(~(x|y))+1
-3*(x&~e)+2*(x^e)+(~e)-(~x|e)-e,-2*(x&e)
y+3*(~(x|y))-(x&~y)-2*(~(x^y))+1,-2*x
-2*(x|y)+(x^y)+3*(~y)-(~x|y)-(~(x&y))+1,-4*y
2*x-y+(x^y)-(x&~y)-(~x&y)-(~y)+2,-2*(~x)+1
3*(x&~y)+(~y)-2*(x|~y)+2*(~x)-x-y,-5*(x&y)-1
2*(d^y)+(d&~y)+3*(~(d^y))-2*(d|~y)-(~d),d|y
-(~x&y)+4*(~y)-2*(x|~y)-(~(x&y))+1,-3*y
-2*x+y-2*(~(x^y))-(~y)+2,-4*(x|~y)+1
-2*(~(x|y))+4*(~(x^y))-(~x)-2*x-y,-3*(x^y)-1
(~y)-5*(~x)+4*(~x|y)-2*x-2*(x&y)+1,-(x^y)+1
-x-3*y+5*(x|y)-2*(x^y)-(~x&y)-(~y),-2*(~x)-1
(x|y)-3*(x&~y)+2*(x^y)+(x|~y)-(~(x&y)),2*y
(~(x^t))+(~x|t)-2*(~(x&t))-t-(x|t),-3*(x^t)
3*(x|~y)+(~x|y)-2*(~(x&y))-2*x+3,-3*(x^y)+1
(x|a)-2*(x&~a)+(~x&a)+(~a)-(~x)-1,a-1
-(e&y)-(e&~y)+(~e&y)+(e|~y)+2,-e+1
(~y)+(~x)+2*(x|y)-3*(-1),-(~(x^y))
-(b&y)+(b|y)-2*(b^y)-(~(b|y)),-(~(b&y))
-(~y)+(~(x&y))+(x&y)-(x|y)-(~x&y),-(x^y)
4*(x^y)+3*(~(x^y))+(~x)-2*(~(x&y))+3,y+1
(x&~y)+(x^y)+3*(~(x|y))-2*(~y)-(~x|y),-(x&y)
-4*(x&~y)+3*(x^y)+2*(x|~y)-(~x|y)-y+1,-(x&y)
-(x|~y)-(~x)+3*y-(x|y),-3*(~y)-1
(~(x^y))-(~y)+x-y-(x&y)-1,-(~x&y)-1
-5*(x&y)-(~x&y)-(x^y)+(~(x^y))-(~x),-x-3*y
-(x&y)-(x&~y)+(~x&y)+(~(x|y))-(~x)+1,-x+1
-(x&c)-2*(~x&c)+2*(~c)-(~x)-(~x|c),2*x-4*c
(x^y)+(x|~y)+(~x)-2*(~(x&y)),x&y
-2*(~x|y)+3*x+y-2*(x|y)-(~y),-3*(~x)
-x+y+(x|y)-(~x&y),-(~y)-1
2*(~x|y)+x-y-2*(x&y)-(~(x|y))-(~y)+1,-(x|~y)
2*(~x)+3*x+y-2*(x&y)-(x^y)-(~x&y)+1,x|~y
(x|y)+(~x&y)+(~(x^y))-(~y),2*y
(~x|y)+x+3*(~(x|y))-2*(~(x^y))-(~y)+1,~x+1
2*(~(x|y))+2*(x&~y)-(~y)-(x|~y)-(~x),-(~x|y)
3*x-(~x&y)+3*(~y)-4*(x|~y)+1,-3*(~x|y)-1
(~e&y)-(e^y)+(~(e|y))-y+2,-2*(e|y)+1
(~(x^y))-2*(~y)-y-(~x&y),-2*(x^y)-(~(x|y))
(~y)-(~x&~z)-2*(~x&~y&z)+(~x|y&z)-(~x|~y|z)+(-1)-(-1),-(~x&(y^z))
-2*(x&~y)-(x^y)+(x|~y)-(~x),3*(x&y)-2*(x|y)
(x|y)+2*(~(x^y))+3*(~y)-3*(x|~y)-(~x),-y-1
-3*(x&y)-(x|y)+(~(x^y))-(~x),-x-2*y
5*(x|y)-(x^y)+(~(x^y))-(~(x&y))-1,3*x+3*y-1
-x+3*(x&~y)-(~x&y)-(~y)+1,-2*(~x|y)
(x|e)-(x&~e),e
(~x)-(~(x&y))+y-(x&y)+1,-(x&~y)+(~x&y)+1
(~(x^y))+(x|~y)+(~x)-(x&y)+1,2*(~(x|y))
-y+(x^y)-(x&~y)+(~(x^y))-(x|~y)+1,-x+1
(x&y)-2*(x&~y)+2*(~x&y)+2*(~y)-(~x|y)+2,-x+1
(x|~y)+x-y,(x&~y)-2*(~x&y)-1
2*(x&y)+(x^y)+2*(~y)-(x|~y)-(~(x&y))-1,x-1
(~y)+(x|~y)+(~x)-(x&~y),2*(~(x|y))-1
(~x&y)-(~(x|y))+3*(~y)-(x|~y)-x+1,-3*(x&y)
-(~x|y)+x+(x^y)-2*(x&~y)-(~x&y)-1,-(~x)-1
-(~(x^y))+2*(~x)+3*x-y+1,2*(x&~y)
-(x&y)+2*(x|y)-(x&~y)-(x^y)+(~y)-(~x),x
-x+2*(x|y)-(x&~y)-2*(~x&y)+1,-(~(x&y))
2*(~x)+3*x-(x|y)-(x^y)-(x&~y)+1,2*(~(x^y))+1
2*(~a|y)+3*a-4*(a&y)-(a|y)-(~a&y)+1,2*(~y)+1
3*(x|~y)-(~x|y)-4*x+1,-(x&y)-3*(x|y)-1
(~(x|d))-(~d)+2*(x|~d)-(~x|d),-2*(~x&d)-1
3*(~(x&y))+x-2*(x^y)-2*(~(x|y))+3,-(~x|y)+1
(x|y)+(~(x|y))+(~y)-(x|~y),~(x&y)
(~x&t)-(~(x|t))+2*(~t)-(~(x&t))-x-1,-(x&t)-1
2*(c^y)+(~(c^y))-(~(c&y))-c,~c&y
-3*(x&y)+(x|y)+2*(~(x^y))-(~x),-y-1
-(~(b^y))-2*(~y)+3*(b|~y)-2*b-y+1,-(b|y)+1
-2*(~(x|y))+2*(~y)+2*(~x|y)-(~(x&y))+1,x&y
(~(x&y))-(x&~y)-(~(x^y))-(~y)+1,-2*(x|~y)
3*(x|y)-(x&~y)-2*(~x&y)-(x^y)+(~x)+1,2*(x&y)
-e+(x|e)+(~(x|e))-2*(x&~e)-(~(x^e))-1,-x-1
-2*(a&y)+(a|y)-(~(a|y))-2*(a&~y)+1,-2*(a|~y)
y+(x&y)-(x|y)-(~x&y)-(~(x^y))+1,-(~(x&y))+1
(x&~y)+(~x&y)-(x^y)+(~y)+2,-y+1
-(~t|y)+(t|y)-(t^y),-(~t)
3*(~y)-2*(x|~y)+(~x|y)+1,-2*(x&y)-(x|y)-1
4*x-e-(x|e)-(x&~e)-1,2*(x|~e)-2*(~x)-1
x-(x&~y)-(~x&y)-(~y)+2,-2*(~(x&y))+1
2*(t|~y)+(~t)-2*(~(t&y))-t+1,-2*(t^y)
2*(~(x|d))-(~d)-(x|~d)+2*(~x)-(~x|d),-3*x-1
(~x)+(~(x&y))+2*x-y-(x|y)-1,2*(~y)-1
(d&~y)-2*(d^y)+(~d)+1,(d&y)-2*(d|y)
(~x)-3*(x&y)+3*(x|y)-2*(x^y)-2*(~x&y)+1,~y+1
3*x+3*y-4*(x|y)-(~(x^y))+1,-2*(~(x&y))
2*(x|y)+(~(x|y))+(~x)-(~(x&y))+1,y
2*(~(x^y))-(x|~y)+x-(x|y)+1,-2*(x^y)
-(~x&y)-(~(x|y))-(~y)+2*(~x|y)-x-y,-2*(x&~y)
(~(t&y))+t-2*(t&~y)-(~t&y)+2,-(t^y)+1
-y+(x|y)-(x^y)-2*(~(x|y))-(~x&y)+1,-2*(~x)+1
3*(~x)-2*(~(x&y))+3*x-y-(x&y),x|~y
-(~x|y)-y+2*(x|y)-2*(x&~y)-(~x&y),-(~x)
4*(x^y)+3*(x|~y)+(~x)-4*(~(x&y))-2*x,x|y
(~x|y)+(x^y)+(~(x|y))+1,~x
(x&y)+2*(~(x|y))-(~(x^y))-(~x|y),-y
-2*(t|~y)+2*t+y-(t|y)-(t&~y)+1,-2*(~y)+1
-2*(~x|y)-4*x+3*(x|y)-(x^y)-(~y),-3*(x|~y)
3*(~x)+2*x-y-(x&y)-1,2*(x^y)+3*(~(x|y))-1
-(~x)+(~x|y)-y,-(~x&y)
2*y-(x&y)+(x^y)-3*(~x&y)+1,-(~x)
2*(x^y)-2*(~x&y)+(~(x^y))-(~y)+1,-(~x)
4*(x|~y)-(~x)+3*(~(x&y))-x-y-(x&y),5*(~y)-1
-x-a+(x^a)-2*(~(x|a)),-2*(~(x^a))
-(x|y)+(~x&y)-(~y)+(x|~y)-(~x),-(~(x&y))
2*(x|t)-3*(x&~t)+2*(~t)-(~x)+1,x&t
2*x-2*(x|y)+(x^y)-(x&~y)-(~y),-(~(x&y))
2*(~(x|e))+(~(x^e))-2*(~e)-(~x)-e,-2*(x^e)
-2*(c&~y)+(c|~y)-(~c)-c-y+1,(c&y)-2*(c|y)+1
3*(x^e)-(~e)+3*(x|~e)-(~x|e)-e+1,4*(x&~e)
-3*(x|~y)+2*(~x|y)+3*x-(x|y)+1,-2*(~y)
2*(x|~y)+(~x)-(~(x&y))+y-(x|y),2*(~(x^y))
(x&~y)+(~y)-(x|~y)+(~x)+1,-2*(x&y)
-2*(~y)+3*(x|~y)-(~(x&y))-2*x-y,-2*(x^y)
(x^y)-(~x&y)+1,-(~x|y)
2*(~y)+2*(~a)-2*(~(a&y))+(a|y),~(a|y)-1
(a^y)+2*(~(a^y))-(~a)-(a&y)+1,-(~a&y)
3*(x|y)+3*(~(x|y))-(~x|y)-(~(x&y))+1,x
2*(~x|y)-x+2*(x^y)-2*(~x&y)+2,~x+1
-2*(x&~y)-(~x&y)+(~y)-x-y,-3*(x|y)-1
2*(x|y)-(x&~y)-(x^y)+2*(~y)-(~x|y),x-y-1
-2*x-y+4*(x|y)-(x^y)-(x&~y)-(~x&y)+1,-(~y)
-2*(~(x|y))-(~x)+2*(~x|y)+(~(x&y))-x-y,~x&y
2*(t&y)+2*(t^y)-2*(t&~y)+(~y)+2,y+1
3*x-(x|y)-2*(x&~y)-(x|~y)+1,-2*(~(x&y))
-(x&y)+2*(x|y)+(~(x|y))-2*(~x&y)-(~y)+1,x+1
(~(d|y))-2*(~y)+2*(~d|y)-y+2,-3*(d&~y)+1
-(x|~y)+x+y-(x&~y),-2*(~y)-1
(~x|y)+2*(~(x&y))-x+y-(x|y),3*(~x)
-(~(x^y))+(x|~y)+2*y-(x&y)-(x|y),~x&y
-(c&~y)+2*(c^y)+2*(~(c|y))-(~c),-(c&y)-1
3*x-y-(x^y)-2*(x&~y)-2*(~(x^y)),-2*(~x)
(x&~y)+(x^y)+2*(~(x^y))-(~y)-(~x|y)+1,x+1
-(x^y)+(~(x^y))+1,-2*(x&~y)-2*(~x&y)
-x-y+3*(x^y)-4*(~x&y)-2*(~y)+1,-2*(~x|y)+1
(~y)+(~x|y)-(~(x&y))+1,(x&y)-(x|y)
(x&~y)+4*(~x&y)-(x^y)+2*(x|~y)-2*(~x)-x,x|y
2*(~(x&e))-(~(x|e))-2*(x&~e)+1,-(x|~e)+(~x)
2*(~(x&y))+x+(~(x|y))-(~x&y)+1,2*(~y)
-(x&y)+2*(~x&y)+2*(~(x^y))-(~x|y)+1,-x
-(x&y)+(~(x|y))-(x&~y)+(~x&y)+2,-2*x+1
(~x&y)+2*(~(x|y))-(~y)-(~x)-y,-(x|y)
-4*(c&~y)+2*(c^y)+2*(~y)-(~c|y)-(~(c&y)),-c
-(~x|y)+3*y-2*(x&y)-(x|y)-(~x&y)+1,-(x|~y)+1
2*(x^y)+2*(~(x^y))-(~y)-(x|y)+2,-(x&~y)+1
(x&~y)+(~(x^y))-(~y),x&y
(x|~y)+(~x)+y-(x^y)-(~x&y)-1,2*(~(x^y))-1
-3*(x|~y)+2*(~x|y)+2*x-(~x&y)+2,-2*(~y)+1
3*x+y-3*(x|y)-(~(x|y))-(~(x^y))+1,-2*(~x)+1
4*(x&~y)-(~x&y)-(x^y)+(~y)-(~(x&y)),3*x-3*y
2*y+3*(~(x|y))-(~x&y)-2*(~(x^y)),-x-1
-(x&y)+2*(x|y)-(x^y)+(x|~y)-(~x)-1,2*x-1
-(~b)+3*y-(b&y)-(b|y)+2,-2*(~y)+1
2*(~x&y)+(~y)-(~(x&y))+x-y,x&~y
(a^y)+2*(~a|y)-(~(a&y))-2*y,-(a|y)-1
(x^y)+(~(x|y))-(x&~y)+1,-x
4*(~x)+5*x-2*(x|y)+1,(~(x^y))+(~y)-1
(~y)+(~c)+2*(c&y)-(c&~y)-(~c&y),2*(~(c^y))
(~x)-2*(~x|y)+(x|y)-2*(x&~y),-(x|~y)
-x+2*y+(x&~y)-2*(~x&y)+2,-(~(x&y))+1
2*(~y)-(~x)+(~x|y)-x-(x&~y)+1,2*(~(x|y))+1
(x&~y)+(~x)-(~(x&y))-x-y+1,-(x&y)-(x|y)+1
2*x+y-2*(x&y)-(x|y)+2,-(~x|y)+1
3*(x&~y)+(~x&y)-2*(x^y)+(~x|y)-x,-(x|y)-1
-(~x|c)+2*c+(x^c)-3*(~x&c),-2*(~x)-1
2*(~x&y)+2*(~(x^y))-(~x)-y+2,(x&y)-(x|y)+1
(~x&y)+2*(~(x^y))-(~x)-2*x-2*y,-3*(x|y)-1
2*(~x|b)-b-(x&b)+(x|b)+2,~x+1
(~x)+x-(x|y)-2*(~(x|y))-(x&~y)-1,-(~y)-1
d+y-2*(d&y)-2*(d&~y)-2*(~d&y)+1,-(d^y)+1
-(x&t)+2*(x|t)-(x^t)+(~x|t)+2,t+1
3*(~x&y)+2*(x|~y)-(~x|y)-(~(x&y)),x|y
2*(~(x&c))-c+(x|c)-2*(x^c)-(~(x|c))+1,~c+1
(x&y)-(x^y)-(~(x^y)),-(~(x&y))
6*(x&~y)-(x^y)+2*(~(x^y))-(~x)+2,4*x-3*y+1
-2*(~x&y)+3*(~x)-(~x|y)-(~(x&y)),-2*(x|y)-1
2*(x&~y)+(~x)+(~x|y)-2*(~(x&y))-x-y,-(x|y)
(d|y)+3*(~y)-(~d)-(~(d&y))+2,2*d-2*y+1
-(~x|y)+3*(~(x&y))+3*(x&y)-(x^y)+1,x|~y
-(~t&y)-(t^y)+(~(t^y))-2*t-y+1,(t&y)-4*(t|y)
-4*y+2*(x|y)-(~y)-(x|~y)-(~x)+1,-3*(~x|y)+1
(~(x^y))+(~y)-(~(x&y))-x-1,-(x^y)+(~(x|y))-1
3*(~(x|y))-(~(x^y))+(~y)-(~x)-(~x|y)+1,-3*y
(t&~y)+(t^y)+2*(~(t^y))-(~y)+1,t&y
-(~x)+3*(~(x&y))+2*(x&y)-(x|y),~y-1
3*(~x&y)-(x^y)+2*(~(x|y))-(~x)-(~x|y)+1,-x+1
4*y-(x&y)-2*(~x&y)+3*(~y)-(x|~y)-(~x)+2,x+1
2*(x^y)+(~y)+(x|~y)-(~x)+2,3*(x&~y)+1
-(~y)+(x|~y)+(~x|y)-(x&y)-(~x&y),~(x^y)
-2*(x&y)-(x|y)+2*(x|~y)-(~x|y)+2,-3*y+1
2*(x&~y)+(x^y)+2*(~x|y)-(~(x&y))+1,x|y
(x^y)+2*(x|~y)-2*(~(x&y))-x-(x&y),-(~x&y)
-3*(~x)+4*(~x|y)-x-y,2*(~(x^y))-(~y)
2*(d|y)+2*(~(d|y))-2*(~d&y)-(~(d^y))-(~y),d
-5*(x&c)-(x|c)-(x^c)+(~(x^c))-(~c),-3*x-2*c
-(x&~y)+5*(~y)-2*(x|~y)-(~x)-(~(x&y))+1,-3*y
4*(~(x^y))-(~y)-2*(~x|y)-x+1,-3*(x^y)
2*(x|y)-(~x&y)+(x^y)+2*(~(x|y))-(~(x&y))+1,x
-(x&y)+(~x&y)+(x|~y)-(~x)+1,-(~x|y)
4*(x|y)+3*(~(x^y))+(~y)-2*(~x|y)+3,3*x+1
(~x|y)+2*(~(x&y))-2*x+(x|y)-(x^y)+1,3*(~x)+1
2*(x^y)-(~x&y)+2*(~(x^y))-(~y)+1,x&y
-(x&y)+2*(x&~y)-(x^y)+(~(x^y))-(x|~y),-y
2*(x&c)-(x&~c)-(~x&c)-(~(x^c))+1,-2*(~(x&c))
(x&~e)+(x^e)+2*(~(x|e))-(~(x&e))+1,-e
-(x|~y)+2*(x&y)-(~x&y),-2*(x^y)-2*(~(x|y))-1
(x&y)+(x^y)-(~(x|y))-2*(x&~y)+2,-2*(~y)+1
2*(x&~y)+2*(x|~y)-(~x|y)-(~(x&y)),3*x-2*y
(x|~y)+(~x|y)-2*(~(x&y))-x-y+1,-2*(x^y)+1
(~(x^y))+3*(~y)-2*(~x|y)-2*(-1),x-4*y
4*(x&~y)-(x^y)+3*(~(x|y))-(~y)-(x|~y),-2*y-1
-(~(x^y))-2*(~x)+4*(~x|y)-x-y,-2*(x&~y)-1
-3*(x&~y)+(x^y)+(x|~y)-(~x|y)-y-1,-(x|y)-1
x-(x|y)+(x&~y)-(~(x^y))+2,-2*(~x|y)+1
2*(~x&y)+(~(x|y))+(~y)-(~x)+2,-(x&y)+1
(x|~y)+5*(~x)-2*(~x|y)+4*x-y-(x|y)+1,3*(~y)
3*(x^y)+3*(~(x|y))-(~y)-(~x)-x-y+1,-3*(x&y)
-(d&y)+(d^y)+(~(d^y))-(~d)+1,-(~d|y)
2*(~(x^y))-(x|~y)-(~x|y)+y-(x&y)+1,-(x&~y)+1
-(x^y)-2*(~y)+2*(~x|y)-x-(x|y),-5*(x&~y)
2*(x&~y)-(~x&y)+2*(~x)-(~(x&y)),-y-1
2*(x^y)-2*(~y)+4*(x|~y)-(~x|y)-(~(x&y)),3*x
-(x&~y)+2*(~y)-2*(~(x&y))-x,(x&y)-2*(x|y)
(b|y)+(b&~y)+2*(~(b|y))-(b|~y)+1,-(b&y)
(~(x|y))-2*(~(x^y))+2*(~x)+x-y+2,-3*(x&y)+1
-2*(~(x&y))+2*x-y-(~(x^y)),-3*(~x)
(e|~y)+(~e|y)-2*(e&y)+(e^y)-2*(~e&y),2*(~y)
2*(~(x&y))+y+(x&y)-2*(x&~y)-(~x&y),2*(~x|y)
2*(x^y)-3*(~x)+3*(~x|y)-2*x-y,~x&y
2*(x&~y)-(~(x|y))+2*(~x)-x-y,-3*(x&y)-1
(x^y)+3*(~(x^y))-2*(x|~y)-(~x|y),-(x&~y)
2*x-2*(x&y)-(x|y)-(~(x|y)),-2*(~x|y)-1
(~x&y)-(x^y)+3*(~y)-(~x)-(~x|y),x-3*y-1
(x^y)-(~(x|y))+3*(~x)-(~x|y)-2*y+1,-4*(x&y)
2*(~c)-(~(c&y))+2*c-(c|y)+2,-(c^y)+1
3*(x|y)+3*(x|~y)-(~x|y)-(~(x&y))+1,4*x
-(~(x|y))+3*(~x)-(~x|y)+x-y+2,-2*(x&y)+1
-(~c)+(~c|y)+y-2*(c&y)+1,-(c|~y)
3*(~(x|y))-(x|~y)-(~x|y)-(~(x&y)),-2*(x|y)
-2*(x&y)+(x|y)-2*(~x&y)+(~(x|y))-(~y)+1,-y+1
(~(x^y))+2*(~y)-(~(x&y))-2*x-2*(-1),-3*(x|y)
2*(x|y)-(x^y)+2*(~y)-(~x),2*x-y-1
2*x+2*(~(x|y))-(~y)-(x|~y)+2,-(~(x&y))+1
(~x)-(x&y)-2*(~(x|y))+(x&~y),-2*(~(x^y))-1
3*(x&~y)-(x^y)+(~y)-(~(x&y)),2*x-2*y
-2*(x|~y)+2*(~x|y)+2*x-y,-(~y)-1
2*(~(x&y))+y-(x^y)-(~x&y)-1,(x|~y)+(~x)-1
3*(~(x^y))-2*(x|~y)+(~(x&y))+y+3,-3*(x&~y)+1
(~y)-(~x)+2*(~x|y)-(x&y)+1,~(x|y)
y+2*(x&~y)-2*(~x&y)-(~y)+2,-2*(~x)+1
2*(~x&y)+(~y)-(~x)-x-y+1,-2*(x&y)+1
-(~x|y)+2*y+(x^y)-3*(~x&y)+1,-2*(~x)
-(~y)+5*(~x)-2*(~(x&y))+4*x-2*y+1,-(x^y)-1
(x|y)-(x^y)-(~x&y)-(~(x^y)),-(~x)
4*(x^y)+3*(x|~y)-(~x)-(~x|y)-y,6*(x&~y)-1
-y-(x^y)+3*(x&~y)-2*(x|~y)-(~x),-3*(~x|y)
4*(~e&y)-2*(e^y)+2*(~y)-(~e)+1,-e
(x^y)+3*(~(x^y))-(~y)-(x|~y)-x,-3*(x&~y)-1
-2*(x^y)+(~y)+2*(x|~y)-2*(~x)-y+1,-6*(~x&y)
(x&y)+(~(x|y))-(~(x^y))+(~x),-x-1
(~x|y)+(~(x&y))+(x&~y)-(~x&y)+2,~y+1
-(c^y)+(c|~y)+2*y-2*(c&y)+1,-(c&~y)
-2*y+(x&y)+(x|y)-(~(x|y))-(x&~y)+1,-(~x)+1
-y+(x&y)+(x|y)+1,-(~x)
-(~(x&y))+2*x-(~x&y)-(~(x^y)),-3*(~x)-1
(x|~y)+3*(~x)-2*(~(x&y))+(x|y)+1,-2*(x&~y)-1
(~x&y)+(~(x|y))+(x|~y)-(~x|y)+1,-y
-2*x+(x|y)-(x^y)-(~(x|y))-(~(x^y)),-2*(x|~y)
-2*x+2*(x|y)-(x^y)-(~x&y)-(~x)+1,-(~(x&y))+1
-2*(~x|y)+2*y-(x&y)-(x^y)+1,-(x|~y)-(~x)+1
-3*(~y)+4*(~(x&y))+x-2*(~x&y)+3,-(~(x^y))+1
(~(x^y))-(~y)+2*(~(x&y))-2*(-1),-x
3*(x^y)+2*(x|~y)-2*(~(x&y))-x-(x|y),x&~y
-(~x|y)+(~(x&y))+2*(x|y)-2*(x^y)+1,-(~x)
-3*(x^y)+2*(~y)-(x|~y)-2*x-y,-5*(x|y)-1
2*(x|~y)+3*(~x|y)-(~(x&y))-y+2,3*(~(x^y))+1
(~x&d)+(x|~d)-(~x|d),x&~d
-2*(~y)+3*(~x|y)+x-y-(x&y)-(x|y),-3*(x&~y)-1
4*(~d)+3*d-2*y-2*(~d&y)-1,(~(d^y))+3*(~y)-1
3*(x|y)-(~y)+4*(x|~y)-(~x)-(~x|y)+1,5*x
(~x)-(x&y)+2*(x|y)-2*(x^y)-(~x&y)+1,~(x^y)+1
-(x&~y)+2*(~(x|y))-2*(~(x^y))+(~x|y),-2*x-1
-(~x|y)-3*x+3*(x|y)-(x^y)+1,-2*(x|~y)
3*(~(x^y))-(~x|y)+2*(~(x&y))-x,3*(~(x|y))-1
2*y-(x|y)+2*(~y)-(x|~y)+2,-x+1
(~x&y)+2*(~(x|y))-(~y)+x+2,-(x&~y)+1
3*(~x&y)-2*(x^y)+2*(~y)-(~x)+y+2,-(x&~y)+1
3*(x|y)+2*(~x&y)-3*(x^y)+2*(~y)-(x|~y),y-1
-4*(x|~y)+2*(~(x&y))+3*x-y,-3*(~(x^y))-1
(a&~y)+(~(a|y))-2*(~y)+(a|~y)-a-y+1,-(a|y)+1
3*(x|y)+3*(~(x|y))-(~y)-(~x)+2,x+y+1
(x&y)+2*(x^y)+2*(~(x|y))-(x&~y),~x-1
